doi,authors,comments,updated,categories
,"[arxiv.Result.Author('M. Kadler'), arxiv.Result.Author('D. A. Riechers'), arxiv.Result.Author('J. Agarwal'), arxiv.Result.Author('A. -K. Baczko'), arxiv.Result.Author('H. Beuther'), arxiv.Result.Author('F. Bigiel'), arxiv.Result.Author('T. Birnstiel'), arxiv.Result.Author('B. Boccardi'), arxiv.Result.Author('D. J. Bomans'), arxiv.Result.Author('L. Boogaard'), arxiv.Result.Author('T. T. Braun'), arxiv.Result.Author('S. Britzen'), arxiv.Result.Author('M. Brüggen'), arxiv.Result.Author('A. Brunthaler'), arxiv.Result.Author('P. Caselli'), arxiv.Result.Author('D. Elsässer'), arxiv.Result.Author('S. von Fellenberg'), arxiv.Result.Author('M. Flock'), arxiv.Result.Author('C. M. Fromm'), arxiv.Result.Author('L. Fuhrmann'), arxiv.Result.Author('P. Hartogh'), arxiv.Result.Author('M. Hoeft'), arxiv.Result.Author('R. P. Keenan'), arxiv.Result.Author('Y. Kovalev'), arxiv.Result.Author('K. Kreckel'), arxiv.Result.Author('J. Livingston'), arxiv.Result.Author('A. P. Lobanov'), arxiv.Result.Author('H. Müller'), arxiv.Result.Author('E. Ros'), arxiv.Result.Author('P. Schilke'), arxiv.Result.Author('M. De Simone'), arxiv.Result.Author('L. Spitler'), arxiv.Result.Author('T. Ueda'), arxiv.Result.Author('E. Vardoulaki'), arxiv.Result.Author('S. Vegetti'), arxiv.Result.Author('K. Weis'), arxiv.Result.Author('C. Wendel'), arxiv.Result.Author('M. H. Xu'), arxiv.Result.Author('G. -Y. Zhao'), arxiv.Result.Author('M. Albrecht'), arxiv.Result.Author('A. Basu'), arxiv.Result.Author('J. Becker Tjus'), arxiv.Result.Author('S. Bernhart'), arxiv.Result.Author('J. Blum'), arxiv.Result.Author('E. Bonnassieux'), arxiv.Result.Author('C. Bredendiek'), arxiv.Result.Author('M. van Delden'), arxiv.Result.Author('G. Di Gennaro'), arxiv.Result.Author('A. Enders'), arxiv.Result.Author('F. Eppel'), arxiv.Result.Author('H. Hase'), arxiv.Result.Author('D. Hoang'), arxiv.Result.Author('U. Hugentobler'), arxiv.Result.Author('M. Kaasinen'), arxiv.Result.Author('N. Krupp'), arxiv.Result.Author('E. Kun'), arxiv.Result.Author('M. Laubach'), arxiv.Result.Author('Y. Lin'), arxiv.Result.Author('K. Mannheim'), arxiv.Result.Author('K. M. Menten'), arxiv.Result.Author('R. Perkuhn'), arxiv.Result.Author('N. Pohl'), arxiv.Result.Author('D. M. Powell'), arxiv.Result.Author('L. Rezzolla'), arxiv.Result.Author('L. Ricci'), arxiv.Result.Author('E. Schinnerer'), arxiv.Result.Author('K. Schmidt'), arxiv.Result.Author('J. Schöpfel'), arxiv.Result.Author('S. Stanko'), arxiv.Result.Author('M. Stein'), arxiv.Result.Author('N. Sulzenauer'), arxiv.Result.Author('S. Taziaux'), arxiv.Result.Author('A. Tursunov'), arxiv.Result.Author('F. Walter'), arxiv.Result.Author('A. Weiss'), arxiv.Result.Author('G. Witzel'), arxiv.Result.Author('S. Wolf'), arxiv.Result.Author('J. A. Zensus'), arxiv.Result.Author('A. Mus'), arxiv.Result.Author('L. V. Toth'), arxiv.Result.Author('A. Alberdi'), arxiv.Result.Author('M. Benisty'), arxiv.Result.Author('P. Cox'), arxiv.Result.Author('J. C. Guirado'), arxiv.Result.Author('M. D. Johnson'), arxiv.Result.Author('M. Juvela'), arxiv.Result.Author('M. Neeleman'), arxiv.Result.Author('I. N. Pashchenko'), arxiv.Result.Author('M. A. Pérez Torres'), arxiv.Result.Author('K. Perraut'), arxiv.Result.Author('M. Zajacek')]","Version 2.0 (status June 18, 2024): 169 pages, comments and future
  contributions welcome [v2.0: 7 new science cases added, some minor revisions
  to other chapters]",2024-06-18 13:40:26+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('Mamta Pandey-Pommier'), arxiv.Result.Author('Arianna Piccialli'), arxiv.Result.Author('Belinda J. Wilkes'), arxiv.Result.Author('Priya Hasan'), arxiv.Result.Author('Santiago VargasDominguez'), arxiv.Result.Author('Alshaimaa Saad Hassanin'), arxiv.Result.Author('Daniela Lazzaro'), arxiv.Result.Author('Claudia D. P. Lagos'), arxiv.Result.Author('Josefa Masegosa'), arxiv.Result.Author('Lili Yang'), arxiv.Result.Author('David Valls-Gabaud'), arxiv.Result.Author('John Leibacher'), arxiv.Result.Author('Dara J. Norman'), arxiv.Result.Author('Jolanta Nastula'), arxiv.Result.Author('Aya Bamba')]","5 pages, 2 figures",2023-11-26 17:36:57+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('Karl D. Gordon'), arxiv.Result.Author('G. C. Sloan'), arxiv.Result.Author('Macarena Garcia Marin'), arxiv.Result.Author('Mattia Libralato'), arxiv.Result.Author('George Rieke'), arxiv.Result.Author('Jonathan A. Aguilar'), arxiv.Result.Author('Ralph Bohlin'), arxiv.Result.Author('Misty Cracraft'), arxiv.Result.Author('Marjorie Decleir'), arxiv.Result.Author('Andras Gaspar'), arxiv.Result.Author('Sarah Kendrew'), arxiv.Result.Author('David R. Law'), arxiv.Result.Author('Alberto Noriega-Crespo'), arxiv.Result.Author('Michael Regan')]","26 pages, 17 figures, AJ, in press (updated to add a missing author
  and fix A_cor values in Table 4)",2024-11-27 20:31:48+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('Alessandra Aloisi'), arxiv.Result.Author('Neill Reid')]","13 pages, 3 figures, White Paper for Astro2020",2019-07-10 03:25:44+00:00,"['physics.soc-ph', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('Tiziana Venturi'), arxiv.Result.Author('Zsolt Paragi'), arxiv.Result.Author('Michael Lindqvist'), arxiv.Result.Author('Anna Bartkiewicz'), arxiv.Result.Author('Rob Beswick'), arxiv.Result.Author('Tamara Bogdanović'), arxiv.Result.Author('Walter Brisken'), arxiv.Result.Author('Patrick Charlot'), arxiv.Result.Author('Francisco Colomer'), arxiv.Result.Author('John Conway'), arxiv.Result.Author('Sándor Frey'), arxiv.Result.Author('José Carlos Guirado'), arxiv.Result.Author('Leonid Gurvits'), arxiv.Result.Author('Huib van Langevelde'), arxiv.Result.Author('Andrei Lobanov'), arxiv.Result.Author('John McKean'), arxiv.Result.Author('Raffaella Morganti'), arxiv.Result.Author('Tom Muxlow'), arxiv.Result.Author('Miguel Pérez-Torres'), arxiv.Result.Author('Kazi Rygl'), arxiv.Result.Author('Robert Schulz'), arxiv.Result.Author('Arpad Szomoru'), arxiv.Result.Author('Pablo de Vicente'), arxiv.Result.Author('Tao An'), arxiv.Result.Author('Guillem Anglada'), arxiv.Result.Author('Megan Argo'), arxiv.Result.Author('Rebecca Azulay'), arxiv.Result.Author('Ilse van Bemmel'), arxiv.Result.Author('Tatiana Bocanegra'), arxiv.Result.Author('Biagina Boccardi'), arxiv.Result.Author('Paola Castangia'), arxiv.Result.Author('James Chibueze'), arxiv.Result.Author('Giuseppe Cimò'), arxiv.Result.Author('Juan-Bautista Climent'), arxiv.Result.Author('Roger Deane'), arxiv.Result.Author('Adam Deller'), arxiv.Result.Author('Richard Dodson'), arxiv.Result.Author('Dmitry Duev'), arxiv.Result.Author('Sandra Etoka'), arxiv.Result.Author('Danielle Fenech'), arxiv.Result.Author('Krisztina Gabányi'), arxiv.Result.Author('Denise Gabuzda'), arxiv.Result.Author('Michael Garrett'), arxiv.Result.Author('Marcin Gawroński'), arxiv.Result.Author('Giancarlo Ghirlanda'), arxiv.Result.Author('Marcello Giroletti'), arxiv.Result.Author('Ciriaco Goddi'), arxiv.Result.Author('Jose Luis Gómez'), arxiv.Result.Author('Malcolm Gray'), arxiv.Result.Author('Jane Greaves'), arxiv.Result.Author('Jason Hessels'), arxiv.Result.Author('Alexander van der Horst'), arxiv.Result.Author('Todd Hunter'), arxiv.Result.Author('Robert Laing'), arxiv.Result.Author('Dharam Vir Lal'), arxiv.Result.Author('Sébastien Lambert'), arxiv.Result.Author('Laurent Loinard'), arxiv.Result.Author('Benito Marcote'), arxiv.Result.Author('Andrea Merloni'), arxiv.Result.Author('James Miller-Jones'), arxiv.Result.Author('Guifré Molera Calvés'), arxiv.Result.Author('Luca Moscadelli'), arxiv.Result.Author('Hans Olofsson'), arxiv.Result.Author('Leonid Petrov'), arxiv.Result.Author('Roberto Pizzo'), arxiv.Result.Author('Andrea Possenti'), arxiv.Result.Author('Luis Henry Quiroga-Nuñez'), arxiv.Result.Author('Cormac Reynolds'), arxiv.Result.Author('Anita Richards'), arxiv.Result.Author('Maria Rioja'), arxiv.Result.Author('Alberto Sanna'), arxiv.Result.Author('Tuomas Savolainen'), arxiv.Result.Author('Tullia Sbarrato'), arxiv.Result.Author('Cristiana Spingola'), arxiv.Result.Author('Gabriele Surcis'), arxiv.Result.Author('Corrado Trigilio'), arxiv.Result.Author('Eskil Varenius'), arxiv.Result.Author('Wouter Vlemmings'), arxiv.Result.Author('Sjoert van Velzen'), arxiv.Result.Author('Johan van der Walt')]","Editors: Tiziana Venturi, Zsolt Paragi, Michael Lindqvist. ""EVN
  Vision Document (2020)"", 7 chapters, 3 appendices, 191 pages, 64 figures.
  Chapter coordinators and all the contributors are listed in the document",2020-07-05 14:11:03+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('Suvi Gezari'), arxiv.Result.Author('Misty Bentz'), arxiv.Result.Author('Kishalay De'), arxiv.Result.Author('K. Decker French'), arxiv.Result.Author('Aaron Meisner'), arxiv.Result.Author('Michelle Ntampaka'), arxiv.Result.Author('Robert Jedicke'), arxiv.Result.Author('Ekta Patel'), arxiv.Result.Author('Daniel Perley'), arxiv.Result.Author('Robyn Sanderson'), arxiv.Result.Author('Christian Aganze'), arxiv.Result.Author('Igor Andreoni'), arxiv.Result.Author('Eric F. Bell'), arxiv.Result.Author('Edo Berger'), arxiv.Result.Author(""Ian Dell'Antonio""), arxiv.Result.Author('Ryan Foley'), arxiv.Result.Author('Henry Hsieh'), arxiv.Result.Author('Mansi Kasliwal'), arxiv.Result.Author('Joel Kastner'), arxiv.Result.Author('Charles D. Kilpatrick'), arxiv.Result.Author('J. Davy Kirkpatrick'), arxiv.Result.Author('Casey Lam'), arxiv.Result.Author('Karen Meech'), arxiv.Result.Author('Dante Minniti'), arxiv.Result.Author('Ethan O. Nadler'), arxiv.Result.Author('Daisuke Nagai'), arxiv.Result.Author('Justin Pierel'), arxiv.Result.Author('Irene Shivaei'), arxiv.Result.Author('Rachel Street'), arxiv.Result.Author('Erik J. Tollerud'), arxiv.Result.Author('Benjamin Williams')]","29 pages, 12 figures, Table of Implementation Recommendations,
  Appendix of Community Science Pitches, AURA-commissioned whitepaper submitted
  to the Director of STScI (Ken Sembach) and the Director of NOIRLab (Pat
  McCarthy)",2022-02-24 19:00:17+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('F. J. Montojo'), arxiv.Result.Author('O. Fors'), arxiv.Result.Author('J. L. Muinos'), arxiv.Result.Author('J. Nunez'), arxiv.Result.Author('R. Lopez-Morcillo'), arxiv.Result.Author('R. Baena'), arxiv.Result.Author('J. Boloix'), arxiv.Result.Author('T. Lopez-Moratalla'), arxiv.Result.Author('M. Merino')]","Poster contribution at ESA European Space Surveillance Conference
  2011. Proceedings online available from
  http://www.congrex.nl/11c01proceedings/Papers/",2011-09-27 14:51:24+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('F. Paletou'), arxiv.Result.Author('J. -M. Glorian'), arxiv.Result.Author('V. Génot'), arxiv.Result.Author('A. Rouillard'), arxiv.Result.Author('P. Petit'), arxiv.Result.Author('A. Palacios'), arxiv.Result.Author('E. Caux'), arxiv.Result.Author('V. Wakelam')]",To appear in the proceedings of SF2A 2015. (ov-gso.irap.omp.eu),2015-08-13 10:00:40+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('E. E. Mamajek'), arxiv.Result.Author('A. Prsa'), arxiv.Result.Author('G. Torres'), arxiv.Result.Author('P. Harmanec'), arxiv.Result.Author('M. Asplund'), arxiv.Result.Author('P. D. Bennett'), arxiv.Result.Author('N. Capitaine'), arxiv.Result.Author('J. Christensen-Dalsgaard'), arxiv.Result.Author('E. Depagne'), arxiv.Result.Author('W. M. Folkner'), arxiv.Result.Author('M. Haberreiter'), arxiv.Result.Author('S. Hekker'), arxiv.Result.Author('J. L. Hilton'), arxiv.Result.Author('V. Kostov'), arxiv.Result.Author('D. W. Kurtz'), arxiv.Result.Author('J. Laskar'), arxiv.Result.Author('B. D. Mason'), arxiv.Result.Author('E. F. Milone'), arxiv.Result.Author('M. M. Montgomery'), arxiv.Result.Author('M. T. Richards'), arxiv.Result.Author('J. Schou'), arxiv.Result.Author('S. G. Stewart')]","6 pages, IAU 2015 Resolution B3, passed by the XXIXth IAU General
  Assembly in Honolulu, 13 August 2015. All IAU resolutions can be viewed at
  https://www.iau.org/administration/resolutions/general_assemblies/",2015-10-26 20:52:26+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
10.1017/pasa.2018.25,"[arxiv.Result.Author('Daniel J. Price'), arxiv.Result.Author('James Wurster'), arxiv.Result.Author('Terrence S. Tricco'), arxiv.Result.Author('Chris Nixon'), arxiv.Result.Author('Stéven Toupin'), arxiv.Result.Author('Alex Pettitt'), arxiv.Result.Author('Conrad Chan'), arxiv.Result.Author('Daniel Mentiplay'), arxiv.Result.Author('Guillaume Laibe'), arxiv.Result.Author('Simon Glover'), arxiv.Result.Author('Clare Dobbs'), arxiv.Result.Author('Rebecca Nealon'), arxiv.Result.Author('David Liptai'), arxiv.Result.Author('Hauke Worpel'), arxiv.Result.Author('Clément Bonnerot'), arxiv.Result.Author('Giovanni Dipierro'), arxiv.Result.Author('Giulia Ballabio'), arxiv.Result.Author('Enrico Ragusa'), arxiv.Result.Author('Christoph Federrath'), arxiv.Result.Author('Roberto Iaconi'), arxiv.Result.Author('Thomas Reichardt'), arxiv.Result.Author('Duncan Forgan'), arxiv.Result.Author('Mark Hutchison'), arxiv.Result.Author('Thomas Constantino'), arxiv.Result.Author('Ben Ayliffe'), arxiv.Result.Author('Kieran Hirsh'), arxiv.Result.Author('Giuseppe Lodato')]","88 pages, 60 figures, accepted to PASA. Code available from
  https://phantomsph.bitbucket.io/",2018-06-15 09:04:45+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/pasj/psx081,"[arxiv.Result.Author('Hiroaki Aihara'), arxiv.Result.Author('Robert Armstrong'), arxiv.Result.Author('Steven Bickerton'), arxiv.Result.Author('James Bosch'), arxiv.Result.Author('Jean Coupon'), arxiv.Result.Author('Hisanori Furusawa'), arxiv.Result.Author('Yusuke Hayashi'), arxiv.Result.Author('Hiroyuki Ikeda'), arxiv.Result.Author('Yukiko Kamata'), arxiv.Result.Author('Hiroshi Karoji'), arxiv.Result.Author('Satoshi Kawanomoto'), arxiv.Result.Author('Michitaro Koike'), arxiv.Result.Author('Yutaka Komiyama'), arxiv.Result.Author('Robert H. Lupton'), arxiv.Result.Author('Sogo Mineo'), arxiv.Result.Author('Hironao Miyatake'), arxiv.Result.Author('Satoshi Miyazaki'), arxiv.Result.Author('Tomoki Morokuma'), arxiv.Result.Author('Yoshiyuki Obuchi'), arxiv.Result.Author('Yukie Oishi'), arxiv.Result.Author('Yuki Okura'), arxiv.Result.Author('Paul A. Price'), arxiv.Result.Author('Tadafumi Takata'), arxiv.Result.Author('Manobu M. Tanaka'), arxiv.Result.Author('Masayuki Tanaka'), arxiv.Result.Author('Yoko Tanaka'), arxiv.Result.Author('Tomohisa Uchida'), arxiv.Result.Author('Fumihiro Uraguchi'), arxiv.Result.Author('Yousuke Utsumi'), arxiv.Result.Author('Shiang-Yu Wang'), arxiv.Result.Author('Yoshihiko Yamada'), arxiv.Result.Author('Hitomi Yamanoi'), arxiv.Result.Author('Naoki Yasuda'), arxiv.Result.Author('Nobuo Arimoto'), arxiv.Result.Author('Masashi Chiba'), arxiv.Result.Author('Francois Finet'), arxiv.Result.Author('Hiroki Fujimori'), arxiv.Result.Author('Seiji Fujimoto'), arxiv.Result.Author('Junko Furusawa'), arxiv.Result.Author('Tomotsugu Goto'), arxiv.Result.Author('Andy Goulding'), arxiv.Result.Author('James E. Gunn'), arxiv.Result.Author('Yuichi Harikane'), arxiv.Result.Author('Takashi Hattori'), arxiv.Result.Author('Masao Hayashi'), arxiv.Result.Author('Krzysztof G. Helminiak'), arxiv.Result.Author('Ryo Higuchi'), arxiv.Result.Author('Chiaki Hikage'), arxiv.Result.Author('Paul T. P. Ho'), arxiv.Result.Author('Bau-Ching Hsieh'), arxiv.Result.Author('Kuiyun Huang'), arxiv.Result.Author('Song Huang'), arxiv.Result.Author('Masatoshi Imanishi'), arxiv.Result.Author('Ikuru Iwata'), arxiv.Result.Author('Anton T. Jaelani'), arxiv.Result.Author('Hung-Yu Jian'), arxiv.Result.Author('Nobunari Kashikawa'), arxiv.Result.Author('Nobuhiko Katayama'), arxiv.Result.Author('Takashi Kojima'), arxiv.Result.Author('Akira Konno'), arxiv.Result.Author('Shintaro Koshida'), arxiv.Result.Author('Haruka Kusakabe'), arxiv.Result.Author('Alexie Leauthaud'), arxiv.Result.Author('C. -H. Lee'), arxiv.Result.Author('Lihwai Lin'), arxiv.Result.Author('Yen-Ting Lin'), arxiv.Result.Author('Rachel Mandelbaum'), arxiv.Result.Author('Yoshiki Matsuoka'), arxiv.Result.Author('Elinor Medezinski'), arxiv.Result.Author('Shoken Miyama'), arxiv.Result.Author('Rieko Momose'), arxiv.Result.Author('Anupreeta More'), arxiv.Result.Author('Surhud More'), arxiv.Result.Author('Shiro Mukae'), arxiv.Result.Author('Ryoma Murata'), arxiv.Result.Author('Hitoshi Murayama'), arxiv.Result.Author('Tohru Nagao'), arxiv.Result.Author('Fumiaki Nakata'), arxiv.Result.Author('Hiroko Niikura'), arxiv.Result.Author('Atsushi J. Nishizawa'), arxiv.Result.Author('Masamune Oguri'), arxiv.Result.Author('Nobuhiro Okabe'), arxiv.Result.Author('Yoshiaki Ono'), arxiv.Result.Author('Masato Onodera'), arxiv.Result.Author('Masafusa Onoue'), arxiv.Result.Author('Masami Ouchi'), arxiv.Result.Author('Tae-Soo Pyo'), arxiv.Result.Author('Takatoshi Shibuya'), arxiv.Result.Author('Kazuhiro Shimasaku'), arxiv.Result.Author('Melanie Simet'), arxiv.Result.Author('Joshua Speagle'), arxiv.Result.Author('David N. Spergel'), arxiv.Result.Author('Michael A. Strauss'), arxiv.Result.Author('Yuma Sugahara'), arxiv.Result.Author('Naoshi Sugiyama'), arxiv.Result.Author('Yasushi Suto'), arxiv.Result.Author('Nao Suzuki'), arxiv.Result.Author('Philip J. Tait'), arxiv.Result.Author('Masahiro Takada'), arxiv.Result.Author('Tsuyoshi Terai'), arxiv.Result.Author('Yoshiki Toba'), arxiv.Result.Author('Edwin L. Turner'), arxiv.Result.Author('Hisakazu Uchiyama'), arxiv.Result.Author('Keiichi Umetsu'), arxiv.Result.Author('Yuji Urata'), arxiv.Result.Author('Tomonori Usuda'), arxiv.Result.Author('Sherry Yeh'), arxiv.Result.Author('Suraphong Yuma')]","34 pages, 20 figures, 7 tables, moderate revision, accepted for
  publication in PASJ",2017-07-28 06:24:42+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1038/s41550-020-1201-5,"[arxiv.Result.Author('Stephen Serjeant'), arxiv.Result.Author('Martin Elvis'), arxiv.Result.Author('Giovanna Tinetti')]","Nature Astronomy, in press. 2 figures. Smallsats special issue (with
  separate articles on problems/mitigations for ground-based/space astronomy)",2020-11-06 17:15:58+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.3847/1538-4357/ac4bca,"[arxiv.Result.Author('Samson A. Johnson'), arxiv.Result.Author('Matthew T. Penny'), arxiv.Result.Author('B. Scott Gaudi')]","29 pages, 15 figures, comments appreciated. Submitted to AAS journals",2021-09-16 18:00:01+00:00,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/1538-3881/ac88d1,[arxiv.Result.Author('Valeri V. Makarov')],Accepted in AJ,2022-08-08 21:30:51+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,"[arxiv.Result.Author('G. Fabbiano'), arxiv.Result.Author('M. Elvis'), arxiv.Result.Author('A. Accomazzi'), arxiv.Result.Author('G. B. Berriman'), arxiv.Result.Author('N. Brickhouse'), arxiv.Result.Author('S. Bose'), arxiv.Result.Author('D. Carrera'), arxiv.Result.Author('I. Chilingarian'), arxiv.Result.Author('F. Civano'), arxiv.Result.Author('B. Czerny'), arxiv.Result.Author(""R. D'Abrusco""), arxiv.Result.Author('B. Diemer'), arxiv.Result.Author('J. Drake'), arxiv.Result.Author('R. Emami Meibody'), arxiv.Result.Author('J. R. Farah'), arxiv.Result.Author('G. G. Fazio'), arxiv.Result.Author('E. Feigelson'), arxiv.Result.Author('F. Fornasini'), arxiv.Result.Author('Jay Gallagher'), arxiv.Result.Author('J. Grindlay'), arxiv.Result.Author('L. Hernquist'), arxiv.Result.Author('D. J. James'), arxiv.Result.Author('M. Karovska'), arxiv.Result.Author('V. Kashyap'), arxiv.Result.Author('D. -W. Kim'), arxiv.Result.Author('G. M. Lacy'), arxiv.Result.Author('J. Lazio'), arxiv.Result.Author('E. Lusso'), arxiv.Result.Author('W. P. Maksym'), arxiv.Result.Author('R. Martinez Galarza'), arxiv.Result.Author('J. Mazzarella'), arxiv.Result.Author('M. Ntampaka'), arxiv.Result.Author('G. Risaliti'), arxiv.Result.Author('D. Sanders'), arxiv.Result.Author('N. Scoville'), arxiv.Result.Author('I. Shapiro'), arxiv.Result.Author('A. Siemiginowska'), arxiv.Result.Author('A. Smth'), arxiv.Result.Author('S. Smith'), arxiv.Result.Author('A. Szentgyorgyi'), arxiv.Result.Author('S. Tacchella'), arxiv.Result.Author('A. Thakar'), arxiv.Result.Author('V. Tolls'), arxiv.Result.Author('S. Vrtilek'), arxiv.Result.Author('B. Wilkes'), arxiv.Result.Author('D. Wilner'), arxiv.Result.Author('S. P. Willner'), arxiv.Result.Author('S. J. Wolk'), arxiv.Result.Author('J. -H. Zhao')]",,2019-03-18 12:59:53+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.1016/j.xinn.2022.100224,"[arxiv.Result.Author('Hongliang Yan'), arxiv.Result.Author('Haining Li'), arxiv.Result.Author('Song Wang'), arxiv.Result.Author('Weikai Zong'), arxiv.Result.Author('Haibo Yuan'), arxiv.Result.Author('Maosheng Xiang'), arxiv.Result.Author('Yang Huang'), arxiv.Result.Author('Jiwei Xie'), arxiv.Result.Author('Subo Dong'), arxiv.Result.Author('Hailong Yuan'), arxiv.Result.Author('Shaolan Bi'), arxiv.Result.Author('Yaoquan Chu'), arxiv.Result.Author('Xiangqun Cui'), arxiv.Result.Author('Licai Deng'), arxiv.Result.Author('Jianning Fu'), arxiv.Result.Author('Zhanwen Han'), arxiv.Result.Author('Jinliang Hou'), arxiv.Result.Author('Guoping Li'), arxiv.Result.Author('Chao Liu'), arxiv.Result.Author('Jifeng Liu'), arxiv.Result.Author('Xiaowei Liu'), arxiv.Result.Author('Ali Luo'), arxiv.Result.Author('Jianrong Shi'), arxiv.Result.Author('Xuebing Wu'), arxiv.Result.Author('Haotong Zhang'), arxiv.Result.Author('Gang Zhao'), arxiv.Result.Author('Yongheng Zhao')]","16 pages, 10 figures. Published by The Innovation",2022-03-27 13:37:12+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
